Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1000000,50000,5,INTP,"$240,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills,",,,,,,,,
Sophia Gupta,Female,26,Indian,5,Fitness & Nutrition,7,"Personal Training, Nutrition Coaching, Yoga Instruction",Bachelor's Degree in Exercise Science,2,380,800000,40000,4,ISFJ,"$200,000"
Ethan Jones,Male,33,American,9,Fashion & Style,8,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,450,950000,47000,4,INTP,"$220,000"
Sofia Hernandez,Female,29,Mexican,7,Technology & Innovation,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,500,1000000,50000,5,INTJ,"$240,000"
Lucas Smith,Male,30,British,8,Travel & Adventure,8,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,350,800000,40000,4,ENFP,"$200,000"
Emma Wang,Female,28,Chinese,6,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,900000,45000,4,INFJ,"$210,000"
Takumi Tanaka,Male,34,Japanese,10,Food & Cooking,9,"Chef, Food Styling, Recipe Development",Culinary School,5,550,1100000,55000,5,ISTP,"$260,000"
Luna Diaz,Female,27,Mexican,6,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Fernandez,Male,32,Mexican,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Isabella Park,Female,28,Korean,6,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Liam Hoang,Male,32,Vietnamese,9,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,850000,42000,4,ISFP,"$220,000"
Nora Vu,Female,30,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Daniel Cho,Male,29,Korean,7,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Priya Patel,Female,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$230,000"
Adam Brown,Male,29,American,7,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$220,000"
Aisha Nassar,Female,28,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Evan Li,Male,35,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Ali,Female,29,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Max Thompson,Male,33,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Zara Gutierrez,Female,27,Mexican,6,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Fernandez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Sara Khalifa,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Romano,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Joshi,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Sharma,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1000000,50000,5,INTP,"$240,000"
Maya Patel,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
Sophie Lee,Female,29,Korean,7,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,ENFJ,"$220,000"
Jack Nguyen,Male,34,Vietnamese,8,Beauty & Lifestyle,9,"Skincare, Grooming, Fashion Styling",Self-Taught,2,320,800000,40000,4,ISFP,"$200,000"
Zoe Tran,Female,27,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Bachelor's Degree in Visual Arts,3,400,900000,45000,4,INFJ,"$210,000"
Michael Kim,Male,30,Korean,8,Comedy & Entertainment,8,"Comedy Writing, Stand-up Comedy, Acting",Bachelor's Degree in Film Studies,2,350,820000,41000,4,ENFJ,"$200,000"
Neha Shah,Female,32,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Robert Wilson,Male,31,American,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Leila Mansour,Female,29,Lebanese,7,Health & Wellness,8,"Nutrition Coaching, Yoga Instruction, Fitness Training",Bachelor's Degree in Nutrition,2,320,750000,38000,4,INFJ,"$180,000"
Adam Chang,Male,34,Chinese,9,Fashion & Style,7,"Fashion Design, Styling, Modeling",Bachelor's Degree in Fashion Design,3,400,900000,45000,4,ENFP,"$210,000"
Nadia Khan,Female,30,Pakistani,8,Digital Marketing,8,"Social Media Marketing, Content Creation, Branding",Bachelor's Degree in Marketing,3,450,950000,47000,4,ESTP,"$220,000"
Maxwell Thompson,Male,32,British,10,Travel & Adventure,9,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,500,1100000,55000,5,ISTP,"$260,000"
Luna Rodriguez,Female,28,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,380,820000,41000,4,INTJ,"$200,000"
Diego Gomez,Male,33,Colombian,8,Comedy & Entertainment,8,"Stand-up Comedy, Improvisation, Acting",Bachelor's Degree in Theater Arts,3,400,850000,42000,4,ENFP,"$220,000"
Sara Al-Farsi,Female,31,Omani,9,Fashion & Beauty,7,"Makeup Artistry, Fashion Styling, Beauty Blogging",Bachelor's Degree in Fashion Design,2,320,700000,35000,4,ENFJ,"$180,000"
Luca Rossi,Male,30,Italian,8,Food & Cooking,9,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,47000,4,ISTP,"$230,000"
Aisha Khan,Female,28,Indian,6,Lifestyle & Travel,8,"Travel Blogging, Fashion Styling, Photography",Bachelor's Degree in Photography,2,320,750000,38000,4,INFJ,"$170,000"
Kai Nguyen,Male,35,Vietnamese,9,Technology & Innovation,9,"Software Engineering, AI, Data Science",Master's Degree in Computer Science,4,500,1000000,50000,5,INTP,"$240,000"
Maya Shah,Female,33,Indian,9,Music & Entertainment,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,450,950000,50000,4,INFJ,"$220,000"
Liam Chen,Male,32,Chinese,8,Film & Media Production,8,"Directing, Screenwriting, Cinematography",Bachelor's Degree in Film Production,3,450,950000,47000,4,ENTJ,"$230,000"
Zara Rahman,Female,29,Bangladeshi,7,Fashion & Style,8,"Fashion Design, Styling, Branding",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFP,"$190,000"
Aditya Sharma,Male,31,Indian,8,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Hannah White,Female,30,American,9,Fitness & Wellness,9,"Personal Training, Yoga Instruction, Nutrition Coaching",Bachelor's Degree in Exercise Science,3,400,900000,45000,4,ISTJ,"$210,000"
Evan Thompson,Male,28,Australian,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,320,750000,38000,4,ENFP,"$180,000"
Nina Patel,Female,33,Indian,9,Technology & Innovation,9,"Data Science, AI, Software Development",Master's Degree in Computer Engineering,4,500,1000000,50000,5,INTP,"$240,000"
Gabriel Martinez,Male,32,Mexican,8,Travel & Adventure,9,"Travel Blogging, Photography, Adventure Sports",Bachelor's Degree in Journalism,3,450,950000,47000,4,ENTP,"$220,000"
